Results
0.9843000173568726
0.982200026512146
0.9836999773979187
0.9790999889373779
0.963100016117096
0.843500018119812
0.9803000092506409
0.9718999862670898
0.9757999777793884
0.9836999773979187
0.9700999855995178
0.9753000140190125
0.979200005531311
0.9769999980926514
0.9854000210762024
0.9279000163078308
0.9812999963760376
0.9592000246047974
0.9805999994277954
